citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34
Ferreñafe, Peru	949.8676941279483	264.91367950265	8.238888888888896	0.405251027218596	6	1194.6792389986033	1125.6867408452156	944.8869780861245	1083.4542276094899	959.4413525118703	391.05762671638587																														8.600000000000005	8.33333333333334	7.833333333333341	7.633333333333342	8.800000000000004	8.23333333333334																														Aargau	Aargau	Aargau	Alberta	Alberta	Aargau																														Switzerland	Switzerland	Switzerland	Canada	Canada	Switzerland																													
Tumbes, Peru	934.214951132472	439.0034878580732	7.383333333333343	1.2236784254406377	10	1416.159837199035	443.72498831733617	1287.64085572027	305.99010681341656	1427.2624351578445	871.1766573988895	779.1975881807792	291.05904984406413	1397.5045945169259	1122.433398176157																										5.766666666666682	8.03333333333334	7.6000000000000085	5.666666666666682	8.833333333333337	8.400000000000006	7.10000000000001	5.566666666666682	8.766666666666671	8.100000000000007																										Ontario	California	California	California	California	California	California	Ontario	Alberta	California																										Canada	United States	United States	United States	United States	United States	United States	Canada	Canada	United States																									
Tumaco, Colombia	924.7482866660258	403.15783101776873	7.81111111111112	0.7181938938307668	3	1460.1994994805943	826.649783305346	487.395577212137																																	6.800000000000011	8.400000000000006	8.23333333333334																																	Aargau	Alberta	Alberta																																	Switzerland	Canada	Canada																																
Chulucanas, Peru	921.6761586974251	275.58406041577456	8.20833333333334	0.48869156371318995	8	1202.1747295595112	895.0430940157224	516.8949892445423	519.0038155356643	1221.8773430925005	841.3094046527785	1246.533521998883	930.5723714797987																												8.300000000000006	8.433333333333339	7.033333333333344	7.933333333333341	8.266666666666673	8.633333333333338	8.533333333333339	8.533333333333339																												Aargau	Aargau	Saarland	Saarland	Alberta	Aargau	Alberta	Aargau																												Switzerland	Switzerland	Germany	Germany	Canada	Switzerland	Canada	Switzerland																											
Jaén, Peru	909.9025855918263	307.3101197137444	7.4370370370370456	0.9939874113573536	9	1217.915079641568	344.0979361575033	1306.1936625446	607.0805898574831	1260.8492418363617	866.0646768745551	1045.7599440971233	726.7763821964821	814.3857571207612																											6.466666666666679	5.066666666666684	8.266666666666673	7.666666666666675	8.433333333333339	7.466666666666676	7.800000000000008	8.066666666666674	7.700000000000008																											Ontario	California	Aargau	Mississippi	Aargau	Baden-Württemberg	Aargau	California	California																											Canada	United States	Switzerland	United States	Switzerland	Germany	Switzerland	United States	United States																										
Philipsburg, Sint Maarten	909.1699492637885	1515.8198186752038	6.861904761904771	1.6279725994562932	21	428.37727876898214	111.79568988487219	3104.8601256008565	529.2877921128799	683.6217973479936	246.1909991737805	7076.490157995615	132.41082443507526	823.5280374373783	925.7280188555184	528.4965810728006	430.1113137036267	464.7742403513091	668.4832065901002	490.2789713735266	73.94248908135833	256.31924747428195	1016.652046492073	918.2731392842801	138.11089728122	44.836080222031214															8.13333333333334	7.633333333333342	4.30000000000002	1.6000000000000272	7.933333333333341	7.933333333333341	6.133333333333347	6.400000000000013	7.266666666666676	8.266666666666673	8.500000000000005	4.600000000000019	6.833333333333345	7.6000000000000085	7.4333333333333425	7.800000000000008	6.633333333333345	8.13333333333334	5.666666666666682	7.9000000000000075	7.400000000000009															New Jersey	New South Wales			California	California	Cordoba	England	Aargau	Aargau	Aargau	England	England	Alberta	Aargau	Aargau	Aargau	Florida	Aargau	Aargau	Aargau															United States	Australia	None	None	United States	United States	Argentina	United Kingdom	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Canada	Switzerland	Switzerland	Switzerland	United States	Switzerland	Switzerland	Switzerland														
Sullana, Peru	907.755835044408	248.2982019905048	7.328571428571438	1.8917891566323932	7	627.7870648485488	652.2928915583522	1331.292168191037	860.4836896920447	1184.4066388800638	955.9385693894828	742.0898227513275																													3.033333333333358	8.533333333333339	8.166666666666673	6.36666666666668	8.200000000000006	8.400000000000006	8.600000000000005																													Ontario	California	Aargau	Aargau	Alberta	Aargau	Aargau																													Canada	United States	Switzerland	Switzerland	Canada	Switzerland	Switzerland																												
San Fernando del Valle de Catamarca, Argentina	904.5738093890844	528.9337327249774	7.977777777777785	0.09558139185602885	3	1593.214337599984	813.2100783098182	307.2970122574509																																	7.866666666666674	7.966666666666674	8.100000000000007																																	New York	Aargau	Aargau																																	United States	Switzerland	Switzerland																																
General Roca, Argentina	897.6845371594337	267.86782835266524	7.605555555555564	0.4415530951114121	6	423.29125445535425	842.7396196885014	1324.2166770955318	1032.1868570691615	850.7860991977656	912.8867154502874																														7.30000000000001	8.366666666666672	7.700000000000008	7.333333333333343	7.033333333333344	7.9000000000000075																														North Carolina	Aargau	Aargau	Aargau	Baden-Württemberg	Aargau																														United States	Switzerland	Switzerland	Switzerland	Germany	Switzerland																													
Puerto Madryn, Argentina	894.8344963386419	89.18217628175455	7.9000000000000075	0.33333333333333215	2	984.0166726203964	805.6523200568873																																		7.566666666666675	8.23333333333334																																		California	Alberta																																		United States	Canada																																	
Chimbote, Peru	891.1313176496056	642.874403789962	7.5904761904762	1.0900290203962986	7	107.20098963576109	184.6098513904149	2117.343353451058	1386.7838196182988	843.4183501716001	873.0257897657701	725.5370695143359																													7.066666666666677	8.166666666666673	5.166666666666684	7.933333333333341	7.800000000000008	8.400000000000006	8.600000000000005																													New Jersey	New Jersey	Stockholm	Aargau	Aargau	Aargau	Aargau																													United States	United States	Sweden	Switzerland	Switzerland	Switzerland	Switzerland																												
Chivilcoy, Argentina	872.2827672093268	132.85877793406212	7.705555555555563	1.1415416260262294	6	1146.1093715664445	770.5279816281459	857.9158382660875	840.5215381936869	733.7212667508237	884.9006068507729																														5.300000000000017	8.466666666666672	8.500000000000005	8.300000000000006	8.300000000000006	7.366666666666676																														Ontario	Aargau	Alberta	Aargau	Aargau	Aargau																														Canada	Switzerland	Canada	Switzerland	Switzerland	Switzerland																													
Ilo, Peru	871.4447264214172	250.6827666085124	8.588888888888894	0.05665577237325296	3	1206.9726806727485	802.8196324278715	604.5418661636312																																	8.566666666666672	8.533333333333339	8.666666666666671																																	Aargau	Aargau	Alberta																																	Switzerland	Switzerland	Canada																																
Santiago del Estero, Argentina	862.9546493513473	288.732728511145	7.925000000000008	0.4091827899063625	4	1028.758669823304	981.4896271078601	1075.3979721575665	366.17232831665825																																7.366666666666676	8.33333333333334	8.300000000000006	7.700000000000008																																California	California	Aargau	Aargau																																United States	United States	Switzerland	Switzerland																															
Willemstad, Curaçao	860.9332856804909	2137.612141029311	7.19200000000001	1.7561645076067791	25	25.13309846041277	811.5756480147801	14.948858201608504	914.9208097549404	92.53264410339342	110.98868290852239	70.09977562334569	149.26335051827382	39.919513133479505	148.71993382628625	90.51400156036966	924.9188757729619	22.38819144735206	107.15627914926843	63.764789808796124	38.54934688095065	812.2868503988811	71.33841320390803	10.239029664216938	43.33415642619716	13.028164755017572	826.579984438294	8343.725196373829	74.05040029695941	7703.356147290228											7.533333333333342	7.166666666666677	8.833333333333337	4.666666666666686	7.633333333333342	8.266666666666673	8.300000000000006	7.466666666666676	8.366666666666672	7.266666666666676	8.000000000000007	7.933333333333341	8.166666666666673	7.6000000000000085	7.666666666666675	6.333333333333346	6.966666666666677	8.200000000000006	8.13333333333334	7.833333333333341	7.733333333333341	0.2000000000000255	4.366666666666687	8.200000000000006	6.966666666666677											California	New Jersey	New South Wales	Thuringia	California	California	Västerbotten	California	California	Aargau	Aargau	Aargau	Aargau	Aargau	Aargau	Saxony	Aargau	Aargau	Aargau	Aargau	Aargau	England	England	Aargau	England											United States	United States	Australia	Germany	United States	United States	Sweden	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland	United Kingdom										
Corrientes, Argentina	856.4604313129527	620.7232626062264	8.333333333333337	0.2993820796734985	3	1726.961894524698	519.2732251405215	323.1461742736387																																	7.966666666666674	8.33333333333334	8.700000000000005																																	Bogota D.C.	Aargau	Aargau																																	Colombia	Switzerland	Switzerland																																
Florencia, Colombia	856.4110403398673	354.66601483940207	7.272222222222232	1.3212531462756096	6	725.8251165431242	306.815567533958	1106.253099604599	545.5892160088113	1258.0466564214532	1195.9365859272582																														8.066666666666674	7.4333333333333425	4.466666666666686	7.233333333333343	7.933333333333341	8.500000000000005																														Aargau	Mississippi	North Holland	North Holland	Aargau	Aargau																														Switzerland	United States	Netherlands	Netherlands	Switzerland	Switzerland																													
Reconquista, Argentina	852.6615806502928	411.6255617635307	7.716666666666676	0.24324199198877286	4	1122.8122531516133	247.9680778024054	717.3215771022568	1322.5444145448955																																7.9000000000000075	7.866666666666674	7.800000000000008	7.30000000000001																																California	Aargau	California	California																																United States	Switzerland	United States	United States																															
Osorno, Chile	842.6966468110307	494.56712284915477	8.193333333333339	0.37440322885597127	5	1346.1622941318074	270.34259450297475	1314.5249998146164	1052.392138424144	230.06120718161142																															8.400000000000006	8.600000000000005	8.166666666666673	8.300000000000006	7.500000000000009																															Aargau	Alberta	Aargau	Aargau	Aargau																															Switzerland	Canada	Switzerland	Switzerland	Switzerland																														
Las Heras, Argentina	829.5703551463394	75.00207718031925	8.466666666666674	0.07200822998230931	3	781.8041265764972	771.436654519902	935.470284342619																																	8.533333333333339	8.500000000000005	8.366666666666672																																	California	Aargau	Aargau																																	United States	Switzerland	Switzerland																																
San Miguel de Tucumán, Argentina	827.5928637658259	396.86609636706515	6.842857142857154	0.793168107186931	7	589.2063886987884	1181.9670005819169	127.24474137422969	1065.490680401232	541.7706622732248	929.9123559251312	1357.5582171062579																													5.7333333333333485	6.800000000000011	6.700000000000012	5.800000000000015	7.9000000000000075	7.733333333333341	7.233333333333343																													New South Wales	Unknown	Unknown	Unknown	New South Wales	Aargau	Aargau																													Australia	Unknown	Unknown	Unknown	Australia	Switzerland	Switzerland																												
Ríohacha, Colombia	821.4955380216263	147.71991734998738	7.6500000000000075	0.7797791710193029	4	1004.9566778987742	598.9013414129734	881.7611551615687	800.3629776131891																																8.366666666666672	6.600000000000012	7.20000000000001	8.433333333333339																																Aargau	England	England	Aargau																																Switzerland	United Kingdom	United Kingdom	Switzerland																															
Puerto Montt, Chile	807.7240940023902	539.3221858467623	7.296666666666677	0.939083477534224	10	554.7744197587307	624.6965991843402	1466.23820454854	2016.9006305695766	372.3477971622032	674.9414616354464	1046.38644005791	799.9778615436112	98.7538141620187	422.2237114015251																										8.33333333333334	7.4333333333333425	7.833333333333341	5.766666666666682	5.400000000000016	8.066666666666674	8.13333333333334	7.366666666666676	7.633333333333342	7.000000000000011																										Aargau	New York	Aargau	North Holland	North Holland	Aargau	Aargau	Aargau	Aargau	Aargau																										Switzerland	United States	Switzerland	Netherlands	Netherlands	Switzerland	Switzerland	Switzerland	Switzerland	Switzerland																									
Cajamarca, Peru	804.2648225670342	321.4136537810169	7.733333333333341	1.3434339636970631	6	1464.9278022074684	741.84286122382	579.5037793004202	653.8496929246814	490.9315739625502	894.5332257832648																														4.733333333333352	8.33333333333334	8.33333333333334	8.300000000000006	8.23333333333334	8.466666666666672																														North Carolina	Aargau	Alberta	Aargau	Aargau	Aargau																														United States	Switzerland	Canada	Switzerland	Switzerland	Switzerland																													
San Cristóbal, Venezuela	803.9246010382976	541.1401584046873	7.966666666666675	0.5465621270543328	7	776.1656272059826	2067.8904305511574	347.417442205561	742.7795726079813	757.0833397513359	543.9542054531549	392.1815894929102																													8.200000000000006	6.633333333333345	8.100000000000007	8.23333333333334	8.23333333333334	8.13333333333334	8.23333333333334																													New South Wales	Aargau	Aargau	Alberta	Aargau	Baden-Württemberg	Aargau																													Australia	Switzerland	Switzerland	Canada	Switzerland	Germany	Switzerland																												
Manaus, Amazonas, Brazil	794.548621410587	746.6934624297459	6.5380952380952495	2.593975227906613	7	996.5565005929939	1035.3350372353061	244.9890004590219	2439.501834307748	292.3934982727296	215.93502254512694	337.1294564611822																													6.933333333333344	0.30000000000002547	7.966666666666674	6.733333333333345	8.000000000000007	8.000000000000007	7.833333333333341																													New South Wales	Cordoba	California	Aargau	Aargau	Aargau	Aargau																													Australia	Argentina	United States	Switzerland	Switzerland	Switzerland	Switzerland																												
Viedma, Argentina	788.4209917091754	448.2340336592552	8.141666666666673	0.47221405221690466	4	901.7712513158921	801.90299159715	99.47239317078781	1350.5373307528714																																8.400000000000006	8.03333333333334	7.4333333333333425	8.700000000000005																																Aargau	Aargau	Mississippi	Alberta																																Switzerland	Switzerland	United States	Canada																															
San Martín, Argentina	787.5289784704293	90.47220221355684	7.616666666666674	1.0510576683618336	4	713.3161238513803	942.3882719326118	747.2551661777457	747.1563519199794																																5.800000000000015	8.33333333333334	8.166666666666673	8.166666666666673																																Cordoba	Aargau	Aargau	Aargau																																Argentina	Switzerland	Switzerland	Switzerland																															
Necochea, Argentina	784.3983568470276	454.5632266409049	7.300000000000009	1.4055445761538627	3	163.00796531641882	952.4503736433973	1237.7367315812667																																	5.33333333333335	8.03333333333334	8.533333333333339																																	Cordoba	New York	Alberta																																	Argentina	United States	Canada																																
Viña del Mar, Chile	783.7657762676101	935.3256679449942	7.373333333333344	1.2376321478263734	5	2462.926938306565	65.75694526544527	96.42090225448769	1161.2176633048048	132.50643220674795																															4.933333333333351	8.13333333333334	7.6000000000000085	8.200000000000006	8.000000000000007																															California	Aargau	Aargau	Aargau	Aargau																															United States	Switzerland	Switzerland	Switzerland	Switzerland																														
Trinidad, Bolivia	781.9652839520543	903.9306054830815	7.595555555555563	1.2024583871550383	15	300.10758155551434	469.45667742063824	465.1322258699586	556.159095642094	468.9687864646051	2533.4775007877265	201.53465598012014	209.18367509205976	551.4152958881298	267.23885246224046	386.5585735201833	439.7549610636174	636.243547879306	754.7246398626465	3489.5231897919743																					7.000000000000011	7.233333333333343	8.33333333333334	8.366666666666672	8.433333333333339	6.466666666666679	8.466666666666672	8.300000000000006	8.33333333333334	7.766666666666675	8.500000000000005	8.466666666666672	8.100000000000007	4.133333333333354	6.033333333333347																					New South Wales	North Carolina	Aargau	Aargau	Aargau	Saxony	Aargau	Saxony	Aargau	Florida	Aargau	Aargau	Aargau	England	England																					Australia	United States	Switzerland	Switzerland	Switzerland	Germany	Switzerland	Germany	Switzerland	United States	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom																				
