citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15
Lubango, Angola	864.4426320153029	1093.5233857449307	7.866666666666675	0.41722185234485604	6	3249.3775940279	401.0662184259609	843.4754554740063	426.91523876212835	203.5504056033007	62.27087979852154											8.166666666666673	8.366666666666672	7.4333333333333425	8.200000000000006	7.800000000000008	7.233333333333343											Mazovia	California	Aargau	Aargau	Aargau	Aargau											Poland	United States	Switzerland	Switzerland	Switzerland	Switzerland										
Arusha, Tanzania	864.3569890886059	990.0400790036466	6.286666666666679	1.5651198037211025	10	3128.299192969561	447.66006721824544	2492.475505090847	435.85580116062033	161.5715740488549	466.3750845462091	344.74440169720003	387.4925472243992	205.48470483562136	573.6110120945009							3.8333333333333552	4.30000000000002	6.833333333333345	7.700000000000008	6.6666666666666785	6.100000000000014	4.0333333333333545	7.533333333333342	7.933333333333341	7.933333333333341							Unknown	Unknown	Unknown	California	California	California	Massachusetts	Aargau	Aargau	Aargau							Unknown	Unknown	Unknown	United States	United States	United States	United States	Switzerland	Switzerland	Switzerland						
Livingstone, Zambia	860.7262697785133	636.7272845998884	7.377777777777788	0.9390039377242899	12	1319.78548739237	1033.290618935589	923.2997835649597	402.69396215166097	737.985677643159	484.4480137425408	920.7396293099158	2698.247699141702	607.5484334686058	580.2687735736512	60.00996931927262	560.3971890987324					5.300000000000017	6.033333333333347	7.333333333333343	7.4333333333333425	8.100000000000007	8.766666666666671	8.03333333333334	7.766666666666675	7.466666666666676	8.400000000000006	6.933333333333344	6.966666666666677					California	Île-de-France	Michigan	California	California	California	New South Wales	Aargau	North Carolina	Aargau	Aargau	Aargau					United States	France	United States	United States	United States	United States	Australia	Switzerland	United States	Switzerland	Switzerland	Switzerland				
Al Khums, Libya	841.72260199909	1004.4038273542847	6.84761904761906	2.1109583427241105	7	2291.7359378921933	2552.001181728021	86.78871624851085	298.1620175807119	287.68147426237164	129.79403829703668	245.89484798478327										1.900000000000028	6.26666666666668	7.6000000000000085	7.833333333333341	7.933333333333341	8.166666666666673	8.23333333333334										Oregon	Oregon	California	Aargau	Aargau	Aargau	Aargau										United States	United States	United States	Switzerland	Switzerland	Switzerland	Switzerland									
Gedaref, Sudan	841.1047664555017	350.28262081208436	7.966666666666674	0.1999999999999993	2	1191.387387267586	490.8221456434174															8.166666666666673	7.766666666666675															New South Wales	Aargau															Australia	Switzerland														
Bumba, Congo (Kinshasa)	838.8766344913814	282.9269473328194	8.15333333333334	0.4058461668059832	5	752.3179356190102	505.243749863315	610.9196203941699	1261.496037226427	1064.4058293539852												7.933333333333341	7.500000000000009	8.666666666666671	8.433333333333339	8.23333333333334												Aargau	North Carolina	Aargau	Aargau	Aargau												Switzerland	United States	Switzerland	Switzerland	Switzerland											
Port Harcourt, Nigeria	838.3604120726862	1083.8685585892874	6.100000000000012	2.953999172496679	4	2709.647213519931	299.7121170194459	270.1870599547285	73.89525779663977													6.933333333333344	1.0666666666666922	8.366666666666672	8.03333333333334													Oregon	Oregon	California	Aargau													United States	United States	United States	Switzerland												
Xai-Xai, Mozambique	836.9659110903536	388.72604219567353	7.723809523809533	0.4534573659854237	7	1308.2474513934692	734.5176842337085	208.94999768165044	839.9269510074255	944.9663705829444	1362.7909840046448	459.36193872863237										7.1333333333333435	7.566666666666675	8.23333333333334	7.033333333333344	8.100000000000007	7.866666666666674	8.13333333333334										California	California	California	New York	Aargau	Aargau	Aargau										United States	United States	United States	United States	Switzerland	Switzerland	Switzerland									
Bamenda, Cameroon	836.4578396921964	973.3608965627205	6.823333333333343	1.8790097865039856	10	684.1566536705209	3539.231201385677	1118.7455056198432	224.03462892640488	325.5650511918273	346.890585387153	180.3281917969839	1291.59946260614	196.68352196921705	457.34359436819636							1.8333333333333612	5.566666666666682	6.600000000000012	8.300000000000006	8.03333333333334	8.400000000000006	7.966666666666674	6.400000000000013	7.400000000000009	7.733333333333341							Unknown	Unknown	Unknown	Ontario	Aargau	Aargau	Aargau	England	England	Aargau							Unknown	Unknown	Unknown	Canada	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland						
Nyala, Sudan	812.5477955756699	144.80514658410863	8.33333333333334	0.2666666666666657	2	667.7426489915613	957.3529421597785															8.066666666666674	8.600000000000005															Aargau	Aargau															Switzerland	Switzerland														
Cape Coast, Ghana	797.9505784827401	507.7909542148199	7.386666666666676	0.30955164709983624	5	1286.9346044311849	1517.9727582025232	358.3917596814352	267.47992414332504	558.9738459552318												7.500000000000009	6.900000000000011	7.633333333333342	7.166666666666677	7.733333333333341												Mazovia	Aargau	North Carolina	Aargau	Aargau												Poland	Switzerland	United States	Switzerland	Switzerland											
Oran, Algeria	795.3130940742548	454.45169522150394	7.744444444444452	0.36548631563107703	3	482.72553048105306	1437.9259853552533	465.28776638645775														7.933333333333341	8.066666666666674	7.233333333333343														Aargau	Aargau	Aargau														Switzerland	Switzerland	Switzerland													
Damaturu, Nigeria	794.6755362992435	137.6766991222005	8.38333333333334	0.14240006242195835	4	813.6568685093861	888.0601431590034	564.6744635322275	912.3106699963571													8.466666666666672	8.566666666666672	8.200000000000006	8.300000000000006													Aargau	Alberta	Aargau	Florida													Switzerland	Canada	Switzerland	United States												
Matadi, Congo (Kinshasa)	793.1535313079164	0	3.3666666666666902	0	1	793.1535313079164																3.3666666666666902																Massachusetts																United States															
Mubi, Nigeria	793.1220501597629	0	8.23333333333334	0	1	793.1220501597629																8.23333333333334																California																United States															
Kindu, Congo (Kinshasa)	788.0925699240382	401.4816208753346	8.016666666666675	0.12133516482134155	4	1042.6735695286916	1192.2591662048233	142.7965923615418	774.6409516010957													8.166666666666673	8.066666666666674	7.833333333333341	8.000000000000007													New South Wales	New South Wales	New South Wales	Aargau													Australia	Australia	Australia	Switzerland												
Kandi, Benin	787.86839518044	611.2940813969933	7.400000000000009	0.7588978362901833	6	278.4327294151936	457.03024929510485	1904.3773848300316	1324.796029214065	319.6280085297962	442.9459697984489											8.266666666666673	7.400000000000009	6.36666666666668	6.466666666666679	7.666666666666675	8.23333333333334											California	North Carolina	Aargau	Aargau	Aargau	Aargau											United States	United States	Switzerland	Switzerland	Switzerland	Switzerland										
Gibraltar, Gibraltar	785.9078332243187	1043.0390805026198	7.553333333333342	0.6340697473026462	5	28.015117365925615	32.339467646744936	2687.8828483868365	1140.0261672294619	41.275565492623905												8.03333333333334	8.13333333333334	6.36666666666668	7.733333333333341	7.500000000000009												California	California	Pennsylvania	North Carolina	Aargau												United States	United States	United States	United States	Switzerland											
Gao, Mali	783.1802747416025	339.6605450206614	6.271428571428586	1.754307946707779	7	551.402151876014	1036.9581171113846	741.8104042282043	693.2674590614716	1460.8296829124401	327.3345908880794	670.6595171136237										7.233333333333343	6.2000000000000135	7.533333333333342	7.033333333333344	2.233333333333361	5.966666666666681	7.700000000000008										New South Wales	Aargau	Aargau	Aargau	England	England	Aargau										Australia	Switzerland	Switzerland	Switzerland	United Kingdom	United Kingdom	Switzerland									
Sapele, Nigeria	781.5987229973585	292.253145933217	7.383333333333343	0.9499999999999966	2	1073.8518689305756	489.34557706414154															6.433333333333346	8.33333333333334															Lombardy	Aargau															Italy	Switzerland														
Moshi, Tanzania	768.668883233044	787.4665770458784	7.02000000000001	1.1482547142898565	10	591.5133260937354	3074.0102771896077	436.5699552204874	244.87643192645191	323.8431785975895	442.86797199638187	444.6863496445298	874.6189900044416	697.4700924390444	556.232259218171							7.4333333333333425	7.4333333333333425	7.266666666666676	7.500000000000009	8.433333333333339	4.433333333333353	5.33333333333335	7.233333333333343	8.000000000000007	7.1333333333333435							Aargau	North Carolina	Aargau	California	California	England	England	Saxony	Aargau	Aargau							Switzerland	United States	Switzerland	United States	United States	United Kingdom	United Kingdom	Germany	Switzerland	Switzerland						
Eldoret, Kenya	765.334371806969	784.0249391659282	7.233333333333344	0.9225568335398665	6	347.1816940833127	282.4314600090692	2507.540943870188	560.0888092517383	463.60533312334076	431.1579905041647											8.13333333333334	6.466666666666679	6.033333333333347	6.466666666666679	8.166666666666673	8.13333333333334											Unknown	Unknown	Unknown	Aargau	Aargau	Aargau											Unknown	Unknown	Unknown	Switzerland	Switzerland	Switzerland										
Kikwit, Congo (Kinshasa)	758.4815440055737	123.17653983814421	8.200000000000006	0.16666666666666607	2	881.6580838437179	635.3050041674295															8.03333333333334	8.366666666666672															Aargau	Aargau															Switzerland	Switzerland														
Nairobi, Kenya	756.9864704472745	877.4842222415047	7.238095238095249	1.1086139739831213	7	368.2723910693353	756.3392014603708	143.00695173713243	156.11246125853694	2842.721288152639	384.8682369292993	647.5847625236086										8.200000000000006	8.000000000000007	7.500000000000009	7.566666666666675	4.633333333333352	7.166666666666677	7.6000000000000085										Aargau	Aargau	Aargau	Aargau	North Holland	North Holland	Aargau										Switzerland	Switzerland	Switzerland	Switzerland	Netherlands	Netherlands	Switzerland									
Mbandaka, Congo (Kinshasa)	756.7008339953921	270.0388147222025	7.883333333333341	0.5801500444489095	6	566.1157254397299	762.4565773299845	837.7080986644564	372.3194845908662	1253.4757209645854	748.1293969827302											8.600000000000005	8.166666666666673	7.933333333333341	6.700000000000012	7.866666666666674	8.03333333333334											California	Mazovia	North Carolina	Aargau	Aargau	Aargau											United States	Poland	United States	Switzerland	Switzerland	Switzerland										
Morogoro, Tanzania	750.1930021858692	42.885763446492035	7.81111111111112	0.06849348892187729	3	783.4534002112325	777.4842387369131	689.6413676094617														7.733333333333341	7.9000000000000075	7.800000000000008														New South Wales	Aargau	Saxony														Australia	Switzerland	Germany													
Az Zāwīyah, Libya	748.7578373097003	986.6941783674515	7.231111111111122	0.9906575942957262	15	375.445347263517	169.63506101174858	710.6367461170728	443.6292758329707	4308.578108553404	383.30829525546255	862.925465077975	261.4450036190732	195.4725986623942	501.62770959994316	833.0378233789203	826.5176678848818	164.24888520404713	921.465702420826	273.3938697632697		6.633333333333345	7.166666666666677	8.366666666666672	6.36666666666668	5.666666666666682	8.166666666666673	7.966666666666674	7.766666666666675	8.266666666666673	7.000000000000011	7.766666666666675	5.33333333333335	5.900000000000015	8.200000000000006	7.9000000000000075		California	California	California	Florida	North Carolina	Västerbotten	Aargau	Aargau	Aargau	Alberta	Aargau	England	England	New York	Aargau		United States	United States	United States	United States	United States	Sweden	Switzerland	Switzerland	Switzerland	Canada	Switzerland	United Kingdom	United Kingdom	United States	Switzerland	
