citystring	mean_dist	std_dist	mean_time	std_time	num_guesses	dists0	dists1	dists2	dists3	dists4	dists5	dists6	dists7	dists8	dists9	dists10	dists11	dists12	dists13	dists14	dists15	dists16	dists17	dists18	dists19	dists20	dists21	dists22	dists23	dists24	dists25	dists26	dists27	dists28	dists29	dists30	dists31	dists32	dists33	dists34	dists35	dists36	dists37	dists38	dists39	dists40	dists41	dists42	dists43	dists44	dists45	dists46	dists47	dists48	dists49	dists50	dists51	dists52	dists53	dists54	dists55	dists56	dists57	dists58	dists59	dists60	dists61	dists62	dists63	dists64	dists65	dists66	dists67	dists68	dists69	dists70	dists71	dists72	dists73	dists74	dists75	dists76	dists77	dists78	dists79	dists80	dists81	dists82	dists83	dists84	dists85	dists86	dists87	dists88	dists89	dists90	dists91	dists92	dists93	dists94	dists95	dists96	dists97	dists98	dists99	dists100	dists101	dists102	dists103	dists104	times0	times1	times2	times3	times4	times5	times6	times7	times8	times9	times10	times11	times12	times13	times14	times15	times16	times17	times18	times19	times20	times21	times22	times23	times24	times25	times26	times27	times28	times29	times30	times31	times32	times33	times34	times35	times36	times37	times38	times39	times40	times41	times42	times43	times44	times45	times46	times47	times48	times49	times50	times51	times52	times53	times54	times55	times56	times57	times58	times59	times60	times61	times62	times63	times64	times65	times66	times67	times68	times69	times70	times71	times72	times73	times74	times75	times76	times77	times78	times79	times80	times81	times82	times83	times84	times85	times86	times87	times88	times89	times90	times91	times92	times93	times94	times95	times96	times97	times98	times99	times100	times101	times102	times103	times104	region0	region1	region2	region3	region4	region5	region6	region7	region8	region9	region10	region11	region12	region13	region14	region15	region16	region17	region18	region19	region20	region21	region22	region23	region24	region25	region26	region27	region28	region29	region30	region31	region32	region33	region34	region35	region36	region37	region38	region39	region40	region41	region42	region43	region44	region45	region46	region47	region48	region49	region50	region51	region52	region53	region54	region55	region56	region57	region58	region59	region60	region61	region62	region63	region64	region65	region66	region67	region68	region69	region70	region71	region72	region73	region74	region75	region76	region77	region78	region79	region80	region81	region82	region83	region84	region85	region86	region87	region88	region89	region90	region91	region92	region93	region94	region95	region96	region97	region98	region99	region100	region101	region102	region103	region104	country0	country1	country2	country3	country4	country5	country6	country7	country8	country9	country10	country11	country12	country13	country14	country15	country16	country17	country18	country19	country20	country21	country22	country23	country24	country25	country26	country27	country28	country29	country30	country31	country32	country33	country34	country35	country36	country37	country38	country39	country40	country41	country42	country43	country44	country45	country46	country47	country48	country49	country50	country51	country52	country53	country54	country55	country56	country57	country58	country59	country60	country61	country62	country63	country64	country65	country66	country67	country68	country69	country70	country71	country72	country73	country74	country75	country76	country77	country78	country79	country80	country81	country82	country83	country84	country85	country86	country87	country88	country89	country90	country91	country92	country93	country94	country95	country96	country97	country98	country99	country100	country101	country102	country103	country104
Jamestown Settlement	577.4762584192664	758.9714915091213	6.907843137254912	1.3994643892222676	17	480.08552425949864	323.2525887411731	2337.9440059195695	69.31524287440283	2830.1019077811784	274.92801232242596	256.83373159379687	453.73646993593906	177.22438041944258	818.4981126107666	299.96328884688074	70.54134929692967	344.46237208755605	75.95429914549261	307.18311668468596	205.22427885919035	491.8477117486009																																																																																									7.966666666666674	7.366666666666676	4.833333333333352	8.03333333333334	7.733333333333341	7.400000000000009	6.300000000000013	8.23333333333334	7.366666666666676	6.533333333333346	3.2666666666666906	6.633333333333345	4.5000000000000195	8.13333333333334	7.366666666666676	7.533333333333342	8.23333333333334																																																																																									Florida	Alberta	Saxony	Saxony	Aargau	Ontario	Aargau	Ontario	Aargau	Florida	Florida	Florida	Florida	Alberta	Aargau	California	California																																																																																									United States	Canada	Germany	Germany	Switzerland	Canada	Switzerland	Canada	Switzerland	United States	United States	United States	United States	Canada	Switzerland	United States	United States																																																																																								
Butrint, Ancient Greece / Rome	576.8026254545473	457.66326820748907	6.726666666666678	0.6842351772437415	5	323.06717883593274	65.13403136704424	1423.9305387214974	543.9034517721061	527.977926576156																																																																																																					7.10000000000001	7.000000000000011	5.43333333333335	7.400000000000009	6.700000000000012																																																																																																					New York	New York	Aargau	Aargau	Aargau																																																																																																					United States	United States	Switzerland	Switzerland	Switzerland																																																																																																				
Mount Rainier, Nat’l Park, United States	572.6290169087664	944.5018449595974	6.543589743589757	2.0742575487866013	52	71.30180886178503	177.1759036779452	73.64884899425955	40.423046632155554	160.85382639693023	56.61576349526191	82.26603361126513	2814.8699452150327	68.7929272665579	2430.403092324249	66.01725897875971	43.704996225439714	194.93626594292144	2203.6200808797958	35.23681537944501	2026.6423084469145	2801.9148928326686	1364.6700405368047	30.870994972415815	137.53281612579482	125.86695725523762	163.02850441537643	39.85695169675243	654.8568485835699	3669.0460349898854	1974.6003234370708	1271.4898134262135	759.3549949396898	90.67867334097987	568.3740404219092	73.53968873934726	6.676055229193174	81.60936372593534	90.97811822568036	31.409720823171266	508.8533479198873	15.215228891658871	33.70857125831416	47.4894252084429	79.22330493116245	74.72545599682579	62.56886077012605	41.727140008576455	31.164261933921345	68.4002162964757	28.344358594160415	39.94931644920715	687.9863585249104	89.85058814912215	3090.1839592120427	138.28936611910686	256.1653629454938																																																						7.933333333333341	5.100000000000017	5.700000000000015	6.566666666666679	3.966666666666688	7.6000000000000085	8.23333333333334	6.966666666666677	7.033333333333344	6.833333333333345	6.26666666666668	6.066666666666681	8.000000000000007	0.26666666666669214	3.6000000000000227	7.866666666666674	1.2666666666666928	5.800000000000015	7.866666666666674	7.800000000000008	5.800000000000015	7.833333333333341	6.633333333333345	8.166666666666673	5.966666666666681	3.166666666666691	2.5000000000000266	7.233333333333343	7.566666666666675	7.066666666666677	7.1333333333333435	7.700000000000008	8.266666666666673	7.933333333333341	8.566666666666672	4.100000000000021	4.3333333333333535	7.1333333333333435	8.300000000000006	7.733333333333341	8.500000000000005	8.633333333333338	8.13333333333334	8.33333333333334	0.4666666666666921	8.466666666666672	8.666666666666671	6.400000000000013	7.633333333333342	7.033333333333344	6.133333333333347	8.000000000000007																																																						Aargau	New York	Oregon	Pennsylvania	Ontario	California	Washington	Pennsylvania	Massachusetts	North Carolina	Pennsylvania	Pennsylvania	North Carolina	New York	California	Florida	New York	Florida	California	California	Florida	California	Pennsylvania	Florida	New York	Florida	New York	Aargau	Alberta	Aargau	California	California	Alberta	North Carolina	North Carolina	California	California	Aargau	Alberta	Aargau	Alberta	Alberta	Alberta	Alberta	Aargau	Alberta	Alberta	Florida	Aargau	Saxony	New York	Aargau																																																						Switzerland	United States	United States	United States	Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	Canada	Switzerland	United States	United States	Canada	United States	United States	United States	United States	Switzerland	Canada	Switzerland	Canada	Canada	Canada	Canada	Switzerland	Canada	Canada	United States	Switzerland	Germany	United States	Switzerland																																																					
Uaxactun, Mayan Civilization	541.2997329773673	350.9266805959649	7.427777777777787	0.8409467034388602	6	451.6032940604999	695.0590096018136	1092.3508033388475	31.686159042944077	225.60336657816603	751.4957652419326																																																																																																				5.566666666666682	7.933333333333341	7.6000000000000085	7.700000000000008	7.833333333333341	7.933333333333341																																																																																																				Burgenland	Ontario	Aargau	Alberta	Ontario	Aargau																																																																																																				Austria	Canada	Switzerland	Canada	Canada	Switzerland																																																																																																			
Buckingham Palace	510.9239794004236	1403.433967838335	7.703030303030311	0.6984043206061363	11	20.764275364355363	121.4525970252843	20.764275364355363	23.794161012163027	27.385688402923563	74.70867064222344	192.1007205488821	75.38649746434045	77.5766409052754	4946.17564168346	40.05460499139692																																																																																															8.066666666666674	8.33333333333334	8.433333333333339	7.6000000000000085	8.366666666666672	8.433333333333339	6.833333333333345	6.733333333333345	7.700000000000008	6.433333333333346	7.800000000000008																																																																																															Alberta	Saxony	Alberta	Florida	Alberta	Alberta	New York	Aargau	Aargau	California	Aargau																																																																																															Canada	Germany	Canada	United States	Canada	Canada	United States	Switzerland	Switzerland	United States	Switzerland																																																																																														
Yellowstone, Nat’l Park, United States	508.5965579731005	567.137469761807	6.695906432748551	1.5447461126828126	57	348.1545041122828	1025.4396866529169	715.4419071224601	39.654110101253906	791.5355910797813	1614.4503576764698	214.25782331749534	808.2573111148862	1065.6540613246948	179.01686803833346	28.73989090762439	28.949042880272696	217.3450470850212	46.00857678967537	933.1302889273489	2639.599034553508	209.66125259456442	1005.2129096140558	917.4967610976923	1124.1916666915336	445.1067331446745	31.804205292029156	86.05786421653131	932.4071696148152	397.7827594787199	270.4952904642859	658.8750559541746	36.55316360546578	37.96969095710051	1021.9188618209945	530.2123956520508	235.1865244623553	33.86172607605412	882.9475142338113	21.721267645479728	26.635368976813822	11.713691862024005	223.26870354289133	19.545224850796718	1091.3971690947315	52.47970882033653	379.53841413545	433.77269772211287	2556.930651969824	65.02134779557777	91.91549658729619	105.47070883553074	12.505513176667163	461.21841907844595	19.545224850796718	951.501706443687	82.54146311423695	35.99198864498956	887.5155285747371	526.6454386761736	525.5050174865022	854.2474059266842																																																	7.533333333333342	5.833333333333348	6.066666666666681	6.966666666666677	6.600000000000012	3.6000000000000227	6.400000000000013	6.333333333333346	5.166666666666684	7.666666666666675	7.1333333333333435	6.566666666666679	7.500000000000009	7.733333333333341	2.733333333333359	4.600000000000019	5.200000000000017	3.4333333333333567	8.600000000000005	7.366666666666676	7.9000000000000075	7.466666666666676	5.23333333333335	7.666666666666675	6.833333333333345	7.6000000000000085	6.466666666666679	7.466666666666676	7.933333333333341	3.033333333333358	4.733333333333352	7.9000000000000075	8.266666666666673	7.566666666666675	8.23333333333334	8.03333333333334	8.433333333333339	6.500000000000012	7.9000000000000075	5.800000000000015	6.866666666666678	3.000000000000025	3.766666666666689	5.766666666666682	7.6000000000000085	8.23333333333334	8.433333333333339	8.23333333333334	6.866666666666678	8.266666666666673	7.400000000000009	5.400000000000016	8.100000000000007	6.233333333333347	8.000000000000007	7.700000000000008	7.800000000000008																																																	Florida	Florida	Aargau	California	New Jersey	Virginia	Illinois	Harjumaa	Pennsylvania	Pennsylvania	Pennsylvania	California	Massachusetts	Massachusetts	Florida	New York	California	New York	Florida	North Carolina	North Carolina	California	Massachusetts	Aargau	California	Pennsylvania	Aargau	Pennsylvania	Pennsylvania	Florida	New York	Alberta	Pennsylvania	Aargau	Pennsylvania	Pennsylvania	Pennsylvania	Alberta	Pennsylvania	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Pennsylvania	Aargau	Pennsylvania	Aargau	Aargau	Alberta	Vienna	California	California	Ontario																																																	United States	United States	Switzerland	United States	United States	United States	United States	Estonia	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	Switzerland	United States	United States	United States	United States	Canada	United States	Switzerland	United States	United States	United States	Canada	United States	Canada	Canada	Canada	Canada	Canada	Canada	Canada	Canada	United States	Switzerland	United States	Switzerland	Switzerland	Canada	Austria	United States	United States	Canada																																																
Everglades, Nat’l Park, United States	467.7710822584765	706.802259056191	7.138888888888899	0.9300371690435082	6	2038.3895900242521	57.826495831424694	209.1777314457931	63.820140016125514	153.87536709584867	283.5371691374148																																																																																																				7.633333333333342	8.23333333333334	5.2666666666666835	6.866666666666678	7.333333333333343	7.500000000000009																																																																																																				Alberta	Alberta	California	California	Aargau	Aargau																																																																																																				Canada	Canada	United States	United States	Switzerland	Switzerland																																																																																																			
The White House	447.73607887125814	1023.0746400771768	7.263636363636373	1.3016271514938356	11	3677.218134078114	165.21716832887844	91.63278943362256	115.6243535293148	135.57306495496664	56.03574012343957	91.63278943362256	89.80535513145423	135.68302923735783	292.9511002098702	73.72334312319789																																																																																															3.766666666666689	5.900000000000015	8.066666666666674	8.300000000000006	7.866666666666674	7.800000000000008	6.633333333333345	7.866666666666674	8.100000000000007	8.066666666666674	7.533333333333342																																																																																															California	Saxony	Florida	Alberta	Ontario	Aargau	Florida	Västerbotten	Saxony	California	Aargau																																																																																															United States	Germany	United States	Canada	Canada	Switzerland	United States	Sweden	Germany	United States	Switzerland																																																																																														
Taj Mahal	442.06207325620653	337.34191693035393	7.617948717948726	1.1929719682491542	13	914.5119686468704	414.3358682969487	122.39965318968304	1313.384791871172	145.5111824037497	689.0890430787375	338.7343854715029	173.84193609759762	386.9921001363505	103.65028222581664	462.7369289026521	231.3582703700533	450.260541639552																																																																																													3.800000000000022	8.13333333333334	8.366666666666672	8.000000000000007	8.300000000000006	7.10000000000001	7.000000000000011	8.433333333333339	7.466666666666676	8.433333333333339	8.03333333333334	8.13333333333334	7.833333333333341																																																																																													Saxony	Alberta	Alberta	England	Alberta	Ontario	Aargau	Ontario	Aargau	Alberta	Aargau	Aargau	Aargau																																																																																													Germany	Canada	Canada	United Kingdom	Canada	Canada	Switzerland	Canada	Switzerland	Canada	Switzerland	Switzerland	Switzerland																																																																																												
Chernobyl Nuclear Disaster	439.61673209756185	437.4512811419313	7.23030303030304	0.7620353587404006	11	1786.0530116824787	387.526236435323	462.96999908534644	308.1980708589857	349.17934946270435	234.843973762397	82.30436981263486	353.63491460470226	306.71644462654695	184.28124798750375	380.07643475455683																																																																																															7.9000000000000075	7.066666666666677	8.23333333333334	7.733333333333341	6.300000000000013	5.966666666666681	8.000000000000007	7.833333333333341	6.233333333333347	6.800000000000011	7.466666666666676																																																																																															Alberta	Florida	Västerbotten	Alberta	Aargau	England	California	California	Aargau	Aargau	Ontario																																																																																															Canada	United States	Sweden	Canada	Switzerland	United Kingdom	United States	United States	Switzerland	Switzerland	Canada																																																																																														
Sognefjord	427.72093281116156	275.432120894447	6.5800000000000125	2.0661934942196325	10	741.9881454239807	212.4177495203832	92.13082359701143	350.1688446833647	598.3698719889505	281.67853421210583	628.1765597526462	958.6311941344287	318.14642305657145	95.50118174217391																																																																																																7.000000000000011	7.30000000000001	8.200000000000006	6.766666666666678	7.633333333333342	5.933333333333348	0.6333333333333587	7.10000000000001	7.733333333333341	7.500000000000009																																																																																																Alberta	Saxony	Ontario	Aargau	New York	Florida	Florida	Texas	Aargau	Aargau																																																																																																Canada	Germany	Canada	Switzerland	United States	United States	United States	United States	Switzerland	Switzerland																																																																																															
Manneken Pis ('Little Pissing Man')	414.808480232155	253.9305588694198	5.64444444444446	0.9949253958010467	3	474.04972655165096	691.9270771641461	78.44863698066777																																																																																																							4.566666666666686	5.400000000000016	6.966666666666677																																																																																																							England	England	England																																																																																																							United Kingdom	United Kingdom	United Kingdom																																																																																																						
Taipei 101 (臺北101/台北101)	406.6891180218257	480.60001720361976	6.57878787878789	2.1065205514764025	11	1426.9940720721188	185.78083154402933	55.38587299846695	1409.834540820417	187.26859015634312	169.32637991873986	327.0781452294021	196.58555817565568	151.81860265391734	175.26598222005987	188.24172245093231																																																																																															5.700000000000015	5.966666666666681	6.566666666666679	6.133333333333347	7.633333333333342	7.966666666666674	0.5333333333333588	8.23333333333334	8.066666666666674	7.666666666666675	7.9000000000000075																																																																																															Burgenland	Burgenland	Burgenland	Saxony	Ontario	Aargau	Florida	Västerbotten	Alberta	Aargau	Aargau																																																																																															Austria	Austria	Austria	Germany	Canada	Switzerland	United States	Sweden	Canada	Switzerland	Switzerland																																																																																														
Mesa Verde, Nat’l Park, United States	405.16568705115014	433.3967463737755	6.745911949685547	1.2258095586216229	53	465.6659846362232	586.8234089715057	407.891147855293	804.046455313555	343.0661614806279	334.5829188657805	217.2119708319247	864.1926865618408	99.84103894217738	40.64310193821273	223.05175379015438	239.23534500114468	141.60477802798388	183.9727729058774	229.31866587175483	380.73669494731706	406.4606806362787	889.1098085751528	2242.058454765365	107.63778797694022	759.867623279179	46.13075611608424	48.50885476795606	95.35146442288479	9.867384575217146	126.41469865499488	25.048342868987405	25.048342868987405	840.5974275020058	177.7223054798033	262.88426961864985	518.5831910564527	11.432535324721304	621.2903578520815	462.66127494165295	610.9283633764655	764.035797620291	30.014613304316214	505.92638996813736	18.154655497150777	33.04281243379918	19.276310961114177	137.21380479462536	514.0864514032953	473.9268776008842	1860.0143051309226	415.7268001299595	30.627798141584282	50.02826147988193	355.26721018019583	1054.9962989564644	477.29768726443916	884.6565282426677																																																					7.4333333333333425	8.066666666666674	6.300000000000013	6.733333333333345	7.866666666666674	6.6666666666666785	6.766666666666678	5.500000000000016	7.033333333333344	7.666666666666675	7.266666666666676	6.000000000000014	6.866666666666678	1.8000000000000278	4.0333333333333545	7.10000000000001	5.933333333333348	7.10000000000001	7.400000000000009	6.333333333333346	7.700000000000008	7.066666666666677	7.033333333333344	8.066666666666674	6.466666666666679	6.133333333333347	7.866666666666674	6.833333333333345	7.4333333333333425	6.866666666666678	4.40000000000002	6.733333333333345	7.966666666666674	7.366666666666676	7.500000000000009	7.066666666666677	5.500000000000016	5.966666666666681	7.000000000000011	7.266666666666676	7.566666666666675	8.166666666666673	5.900000000000015	3.200000000000024	6.566666666666679	7.800000000000008	8.500000000000005	7.6000000000000085	6.966666666666677	5.500000000000016	6.900000000000011	6.966666666666677	7.800000000000008																																																					Alberta	Alberta	California	New York	Washington	California	California	Connecticut	Connecticut	Connecticut	California	Pennsylvania	Pennsylvania	Pennsylvania	California	Massachusetts	Ontario	Florida	New York	Pennsylvania	Aargau	Pennsylvania	Pennsylvania	California	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	Aargau	California	California	Alberta	Pennsylvania	Aargau	North Carolina	Alberta	Aargau	Alberta	Aargau	Pennsylvania	Pennsylvania	Pennsylvania	Vermont	Arizona	California	Alberta	Alberta	Pennsylvania	Pennsylvania	Burgenland	Saxony	Aargau	Aargau																																																					Canada	Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Canada	United States	United States	United States	Switzerland	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	Canada	United States	Switzerland	United States	Canada	Switzerland	Canada	Switzerland	United States	United States	United States	United States	United States	United States	Canada	Canada	United States	United States	Austria	Germany	Switzerland	Switzerland																																																				
'I Have a Dream' Speech by Martin Luther King Jr.	394.4230177967803	255.1330867780187	7.507407407407417	0.6077234949916621	9	453.47592612299337	634.1885355678766	281.623112714686	973.236799050755	125.89895210563859	282.0796087945682	169.21834546249642	435.5964821835881	194.4893981684201																																																																																																	7.500000000000009	7.933333333333341	8.33333333333334	7.10000000000001	8.366666666666672	7.266666666666676	7.166666666666677	6.333333333333346	7.566666666666675																																																																																																	Florida	Västerbotten	Alberta	England	Alberta	Aargau	Aargau	California	California																																																																																																	United States	Sweden	Canada	United Kingdom	Canada	Switzerland	Switzerland	United States	United States																																																																																																
The Biggest Ball of Twine, Minnesota, United States	392.2350867886935	307.3433402108596	6.695238095238108	0.9714052284777067	7	277.1186355105107	230.5092062031613	197.32942719250258	420.3882101883823	1120.5476442238546	172.22198768236666	327.5304965200761																																																																																																			7.066666666666677	4.666666666666686	6.333333333333346	7.9000000000000075	7.066666666666677	6.400000000000013	7.4333333333333425																																																																																																			Florida	Florida	New York	Västerbotten	California	Saxony	Aargau																																																																																																			United States	United States	United States	Sweden	United States	Germany	Switzerland																																																																																																		
Hell, Norway	391.64641722004325	101.41456527908953	6.944444444444454	1.4743067004234787	3	250.48221333691092	484.1800961585169	440.2769421647018																																																																																																							7.833333333333341	4.866666666666685	8.13333333333334																																																																																																							Florida	Florida	Aargau																																																																																																							United States	United States	Switzerland																																																																																																						
Mausoleum at Halicarnassus	390.5138055819435	443.17502633027016	7.172222222222234	1.316901057430556	12	1532.5962953544818	308.21391742323993	1113.0081732919905	161.39755024807326	166.90116746929326	20.56959689093941	538.4864677281315	87.3470109133593	167.17557693990727	270.289658242976	155.62385776120817	164.5563947197208																																																																																														4.3333333333333535	7.800000000000008	7.033333333333344	8.566666666666672	6.733333333333345	8.23333333333334	5.400000000000016	7.966666666666674	5.600000000000016	8.33333333333334	8.03333333333334	8.03333333333334																																																																																														Burgenland	Alberta	Saxony	Alberta	Ontario	Ontario	Aargau	Västerbotten	England	California	California	California																																																																																														Austria	Canada	Germany	Canada	Canada	Canada	Switzerland	Sweden	United Kingdom	United States	United States	United States																																																																																													
Yosemite, Nat’l Park, United States	387.56161131746876	409.2465069956075	7.0683615819209145	1.082656002577753	59	62.10206143545782	278.3509628476121	211.86915630817367	285.2312473193651	90.7757301499306	920.4124572228804	596.3709710598829	63.644543930477596	183.0629349607308	27.303233341929772	641.4008016337314	58.638347132754845	741.4770750075542	748.503659491505	19.974394450753298	722.6962116932691	1142.7393005815786	1018.9133691349209	54.18739068296628	1373.740072355725	119.39551351740482	29.030804755679274	1205.5059376871357	17.568371621347513	215.98297011322032	466.313968374298	233.459127476755	227.22312714809448	308.8171607984861	976.6295945757728	304.9351834070395	245.19803379038996	82.93467863583328	240.11772922262526	175.01111069478281	37.313172892536556	198.0442336647663	52.75057113901103	29.585461734114112	1301.505795057897	136.57441408337712	349.63121854743304	1018.0217328524304	99.7835600846332	67.81525069197106	39.83130058553678	83.63900782233739	1139.8345337199323	1090.8350252383723	22.15677258271547	57.652622007252965	804.0492994093479	147.01091085603733	45.92443686969788	91.43484050357989	84.36157286540066	66.1704848355368	1134.3723266585996	678.3192904680776																																															7.766666666666675	5.600000000000016	7.6000000000000085	3.000000000000025	7.566666666666675	6.833333333333345	7.466666666666676	8.200000000000006	5.933333333333348	7.400000000000009	7.766666666666675	6.233333333333347	6.500000000000012	6.966666666666677	8.03333333333334	5.866666666666681	7.033333333333344	6.866666666666678	5.866666666666681	7.833333333333341	7.333333333333343	7.233333333333343	6.966666666666677	7.6000000000000085	6.600000000000012	7.30000000000001	7.266666666666676	6.600000000000012	6.766666666666678	7.10000000000001	6.300000000000013	7.033333333333344	7.466666666666676	7.6000000000000085	7.333333333333343	7.000000000000011	7.333333333333343	7.6000000000000085	7.833333333333341	8.03333333333334	4.633333333333352	3.633333333333356	7.033333333333344	6.833333333333345	8.13333333333334	8.000000000000007	8.03333333333334	7.833333333333341	7.566666666666675	7.833333333333341	7.500000000000009	7.10000000000001	7.20000000000001	8.400000000000006	7.833333333333341	8.166666666666673	8.200000000000006	8.23333333333334	4.233333333333354																																															Florida	Florida	Florida	Florida	Alberta	New York	Aargau	Alberta	England	California	Aargau	Oregon	Ontario	Ontario	California	Connecticut	New York	Washington	Florida	Illinois	Massachusetts	Massachusetts	North Carolina	Pennsylvania	Pennsylvania	North Carolina	North Carolina	North Carolina	Florida	New York	Florida	Aargau	California	California	California	Pennsylvania	Pennsylvania	Pennsylvania	Pennsylvania	North Carolina	England	England	Alberta	Alberta	Pennsylvania	Alberta	Pennsylvania	Alberta	Texas	Pennsylvania	Pennsylvania	Aargau	Alberta	Alberta	Alberta	Alberta	Alberta	Alberta	Vienna																																															United States	United States	United States	United States	Canada	United States	Switzerland	Canada	United Kingdom	United States	Switzerland	United States	Canada	Canada	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	United States	Switzerland	United States	United States	United States	United States	United States	United States	United States	United States	United Kingdom	United Kingdom	Canada	Canada	United States	Canada	United States	Canada	United States	United States	United States	Switzerland	Canada	Canada	Canada	Canada	Canada	Canada	Austria																																														
Temple of Artemis at Ephesus	383.7602192582	394.05861290869694	7.10952380952382	1.2372799513467128	14	501.11323929052696	65.48053451348497	310.39907348790456	1456.005609948139	205.67878642413027	200.9412855643911	74.7851844412314	122.74939852793807	227.2541748823693	165.15542809088072	440.7082106489086	336.1231981882865	1119.3843535017659	146.86459210484352																																																																																												3.933333333333355	6.100000000000014	6.466666666666679	6.833333333333345	8.300000000000006	8.600000000000005	7.933333333333341	7.866666666666674	8.23333333333334	5.900000000000015	7.566666666666675	7.766666666666675	6.133333333333347	7.9000000000000075																																																																																												Burgenland	Florida	Saxony	California	Alberta	Alberta	Florida	Florida	Alberta	England	Aargau	Aargau	California	California																																																																																												Austria	United States	Germany	United States	Canada	Canada	United States	United States	Canada	United Kingdom	Switzerland	Switzerland	United States	United States																																																																																											
Colossus of Rhodes	381.3559488147558	395.89369272559844	7.2809523809523915	1.2903619699934707	14	368.7627873611645	323.3059332966402	127.92626477837827	120.19179241040761	641.6180432656206	26.14473495134209	1432.7959372203497	335.9625042023978	207.77692671569312	415.5551526540468	114.74864989868384	117.81248747175133	1065.976207830871	40.40586134923386																																																																																												8.366666666666672	7.833333333333341	6.833333333333345	7.866666666666674	6.866666666666678	8.066666666666674	7.833333333333341	8.166666666666673	8.566666666666672	6.700000000000012	5.500000000000016	7.30000000000001	3.666666666666689	8.366666666666672																																																																																												Alberta	Alberta	Alberta	Ontario	Aargau	Florida	Florida	Västerbotten	Västerbotten	Aargau	England	Aargau	California	California																																																																																												Canada	Canada	Canada	Canada	Switzerland	United States	United States	Sweden	Sweden	Switzerland	United Kingdom	Switzerland	United States	United States																																																																																											
Yangcheng (陽城), Xia Dynasty, China	378.5341665925475	0	6.866666666666678	0	1	378.5341665925475																																																																																																									6.866666666666678																																																																																																									California																																																																																																									United States																																																																																																								
Great Pyramid of Giza	375.55215537303474	558.8375122509864	7.596078431372557	0.881686022467481	17	55.80076023726425	1458.2196790394062	824.638326764793	70.01846340422867	440.6607351779621	55.80076023726425	280.3642819491318	65.81354519618378	59.06755348018644	2106.4673977176953	197.48432689143786	169.36954821153017	124.84714390682609	31.839471851343582	207.7029654934201	207.7029654934201	28.58871628949584																																																																																									8.433333333333339	6.36666666666668	8.166666666666673	8.03333333333334	8.166666666666673	8.300000000000006	6.966666666666677	8.433333333333339	8.23333333333334	5.23333333333335	7.30000000000001	6.533333333333346	6.933333333333344	7.833333333333341	8.433333333333339	7.866666666666674	7.9000000000000075																																																																																									Alberta	Saxony	Saxony	Florida	Västerbotten	Alberta	England	Alberta	Alberta	New York	Aargau	South Carolina	Aargau	California	California	Aargau	California																																																																																									Canada	Germany	Germany	United States	Sweden	Canada	United Kingdom	Canada	Canada	United States	Switzerland	United States	Switzerland	United States	United States	Switzerland	United States																																																																																								
Burj Khalifa	363.1022790282181	637.2389099141715	6.598333333333346	1.7604442305534327	20	191.42448671087422	224.41627509400695	30.19669920878925	26.61604417745954	511.8726786963433	139.61974504691332	96.16468089868167	344.1147487711575	193.77215167911777	56.08581703888774	144.16482674252805	1234.5161536843882	153.18832331415874	103.6645079128219	186.34049931034983	291.17492164563026	2907.6930044040573	99.10496321057884	202.9937066984099	124.92134631920861																																																																																						5.100000000000017	5.100000000000017	5.066666666666684	4.5000000000000195	1.9333333333333615	7.466666666666676	8.200000000000006	7.400000000000009	8.23333333333334	7.966666666666674	8.366666666666672	5.366666666666683	6.933333333333344	8.066666666666674	3.966666666666688	7.400000000000009	7.333333333333343	8.200000000000006	7.166666666666677	8.200000000000006																																																																																						England	England	England	England	Florida	Alberta	Alberta	England	Alberta	England	Alberta	Saxony	Aargau	Ontario	Aargau	Florida	California	California	California	California																																																																																						United Kingdom	United Kingdom	United Kingdom	United Kingdom	United States	Canada	Canada	United Kingdom	Canada	United Kingdom	Canada	Germany	Switzerland	Canada	Switzerland	United States	United States	United States	United States	United States																																																																																					
Area 51	351.84674782548035	377.4352427211883	7.596666666666676	0.90547102536623	10	162.21766649060305	815.1089607950194	99.67369264519068	102.39164344273475	368.5215554764783	1302.9896619203046	107.23597192406929	192.23584521442848	155.68716520706116	212.40531513891415																																																																																																7.733333333333341	8.100000000000007	8.500000000000005	6.500000000000012	5.700000000000015	8.23333333333334	8.13333333333334	6.700000000000012	8.433333333333339	7.933333333333341																																																																																																Alberta	Saxony	Alberta	Ontario	Aargau	Västerbotten	Alberta	Aargau	California	Aargau																																																																																																Canada	Germany	Canada	Canada	Switzerland	Sweden	Canada	Switzerland	United States	Switzerland																																																																																															
